"Date","Price","Open","High","Low","Vol.","Change %"
"08/26/2013","1,082.09","1,093.29","1,093.35","1,082.03","91.34M","-1.18%"
"08/25/2013","1,095.01","1,098.39","1,099.12","1,078.38","44.38M","-0.02%"
"08/22/2013","1,095.28","1,096.69","1,098.18","1,094.32","68.11M","-0.18%"
"08/21/2013","1,097.22","1,099.08","1,100.16","1,096.23","65.30M","-0.21%"
"08/20/2013","1,099.54","1,099.74","1,100.55","1,096.53","75.69M","-0.23%"
"08/19/2013","1,102.02","1,102.07","1,104.07","1,099.83","99.12M","0.10%"
"08/18/2013","1,100.97","1,098.98","1,101.00","1,096.78","53.68M","0.16%"
"08/15/2013","1,099.26","1,104.52","1,105.74","1,098.39","152.56M","-0.71%"
"08/14/2013","1,107.13","1,106.54","1,108.03","1,103.79","109.37M","0.15%"
"08/13/2013","1,105.49","1,101.46","1,106.69","1,101.45","114.63M","0.58%"
"08/12/2013","1,099.09","1,099.34","1,100.66","1,095.97","110.75M","0.10%"
"08/11/2013","1,098.02","1,097.93","1,099.79","1,095.57","54.91M","0.03%"
"08/08/2013","1,097.66","1,098.06","1,100.66","1,096.16","108.17M","0.11%"
"08/07/2013","1,096.44","1,094.57","1,098.79","1,092.36","124.01M","-0.01%"
"08/06/2013","1,096.52","1,097.58","1,099.35","1,095.48","119.09M","-0.33%"
"08/05/2013","1,100.16","1,101.66","1,103.88","1,097.43","116.20M","-0.13%"
"08/04/2013","1,101.56","1,099.39","1,102.25","1,098.28","192.09M","0.25%"
"08/01/2013","1,098.83","1,095.31","1,099.85","1,093.88","129.22M","0.44%"
"07/31/2013","1,094.06","1,094.03","1,094.26","1,088.86","85.53M","0.08%"
"07/30/2013","1,093.16","1,105.52","1,105.52","1,086.72","229.57M","-1.30%"
"07/29/2013","1,107.60","1,110.66","1,112.13","1,106.20","77.57M","-0.29%"
"07/28/2013","1,110.84","1,113.51","1,113.93","1,109.69","57.48M","0.03%"
"07/25/2013","1,110.56","1,114.79","1,114.79","1,106.83","160.66M","-0.56%"
"07/24/2013","1,116.76","1,112.38","1,119.23","1,111.30","235.12M","0.38%"
"07/23/2013","1,112.52","1,114.38","1,114.63","1,111.19","90.86M","0.03%"
"07/22/2013","1,112.14","1,111.96","1,112.97","1,109.39","70.63M","0.21%"
"07/21/2013","1,109.80","1,112.18","1,112.18","1,106.79","68.27M","-0.13%"
"07/18/2013","1,111.21","1,110.20","1,111.88","1,107.12","142.66M","0.29%"
"07/17/2013","1,108.04","1,103.85","1,108.45","1,100.43","194.47M","0.41%"
"07/15/2013","1,103.47","1,105.01","1,105.86","1,101.83","140.65M","0.15%"
"07/14/2013","1,101.77","1,099.26","1,103.85","1,099.19","87.18M","0.53%"
"07/11/2013","1,096.00","1,098.94","1,098.94","1,094.04","131.65M","0.64%"
"07/10/2013","1,089.05","1,089.48","1,090.17","1,086.67","55.78M","0.03%"
"07/09/2013","1,088.69","1,089.25","1,090.50","1,086.31","160.49M","0.06%"
"07/08/2013","1,088.01","1,084.00","1,088.01","1,083.48","76.01M","0.44%"
"07/07/2013","1,083.19","1,078.50","1,083.19","1,077.81","87.78M","0.71%"
"07/04/2013","1,075.51","1,073.47","1,078.67","1,072.55","107.11M","0.25%"
"07/03/2013","1,072.80","1,078.60","1,079.15","1,068.13","123.31M","-0.70%"
"07/02/2013","1,080.32","1,080.45","1,080.68","1,077.60","64.48M","0.34%"
"07/01/2013","1,076.63","1,074.89","1,076.80","1,071.33","52.31M","0.48%"
"06/30/2013","1,071.45","1,072.87","1,073.40","1,069.61","60.82M","0.18%"
